Genus,0-F-T-A-1,0-F-T-A-2,0-F-T-1,0-F-T-2,0-F-A-1,0-F-A-2,24-F-T-A-1,24-F-T-A-2,24-F-T-1,24-F-T-2,24-F-A-1,24-F-A-2
Campylobacter,5.43E-05,0,0,0,0.000470884,0.000377888,0,0,0,0,5.53E-05,5.15E-05
Leptolinea,5.43E-05,6.16E-05,0,0,0.000523204,0.00026992,4.39E-05,0,0,0,5.53E-05,0
Geofilum,0,0,0,0,0,0,8.78E-05,0.000231653,0.001749831,0,0.00016581,0
Trichococcus,0.000597631,0.000369777,0.000829876,0.000845499,0,0,0,0,0,0,5.53E-05,5.15E-05
Haliscomenobacter,0.012767576,0.010045606,0.011144043,0.011160588,0.001726574,0.002267329,8.78E-05,9.27E-05,0.000451569,0.000708,0,0
Candidatus Solibacter,0.001358253,0.001479108,0.002548903,0.001972831,5.23E-05,0,0,0,0,0,5.53E-05,0
Anaerovorax,0.00016299,0,0,0,0.000627845,0.000863744,0,4.63E-05,0,0,0,0
Pseudolabrys,0.001086602,0.000616295,0.001422644,0.001127332,0.000313922,0.000647808,0.000131718,9.27E-05,0.000620908,0.000960858,0.00016581,0
Pelotomaculum,0.002770836,0.002218661,0.002371073,0.00349473,0,0,4.39E-05,0.000324314,0.000903138,0.001213715,0,5.15E-05
Thermoanaerobacter,0.001086602,0.000554665,0.000770599,0.000620033,0.000209282,0.000107968,4.39E-05,0,0.000282231,0.000303429,0,0
Byssovorax,0.001684233,0.001910514,0.001363367,0.000789133,0.004133312,0.005074498,0.000351247,0.000370645,0.001072477,0.001112572,0,5.15E-05
Aquincola,0.001521243,0.001725626,0.001659751,0.001578265,0.000209282,0.000215936,0,0,0.000225785,0.000101143,0.00011054,0
Sphingobacterium,0.001086602,0.001417478,0.001363367,0.001070966,0.003086904,0.003131073,0,0,0,5.06E-05,0,0
Cloacibacillus,0.000434641,0.000369777,0,0,0.001831214,0.001403585,0.001844046,0.002548184,0.008410476,0.005664003,0.00414525,0.005301354
Bilophila,0,0,0,0,0,0,4.39E-05,0.000231653,0.001128923,0.000252857,0.00038689,0.000102939
Nitrospira,0.01488645,0.009799088,0.016064019,0.01245702,0.001046408,0.001565537,4.39E-05,4.63E-05,0.000451569,0.000404572,0,0
Longilinea,0.004183418,0.004560582,0.004327208,0.005523928,0.004133312,0.003940834,0.000878117,0.000648629,0,0,0.0011054,0.000205878
Variovorax,0.002064544,0.002896586,0.002193242,0.002141931,5.23E-05,0,0.000790306,0.001250927,0.001693385,0.001163144,0,0
Fibrobacter,0.000869282,0.001047701,0.002252519,0.00315653,0.000313922,0.000161952,0,9.27E-05,0.000677354,0.001011429,5.53E-05,0
Luteolibacter,0.001847224,0.002033773,0.002015412,0.002536497,0,5.40E-05,0,0,0,5.06E-05,0,0
Petrimonas,0.003640117,0.003019845,0.004267931,0.003945663,0.000680165,0.000701792,0.000175623,0.000463306,0.000451569,0.000404572,0,0.000102939
Sphingopyxis,0.005867652,0.004868729,0.007350326,0.008624091,0.000680165,0.00107968,0.000263435,0.000370645,0.000508015,0.000455143,0,0
Reyranella,0.000814952,0.001540737,0.002015412,0.001634632,0.000156961,5.40E-05,4.39E-05,0.000138992,0.000620908,0.000606857,0.00011054,0
Opitutus,0.002173204,0.002465179,0.002726734,0.004171129,0.001412651,0.001511553,8.78E-05,4.63E-05,0.000451569,0.000455143,0.00016581,5.15E-05
Intestinibacter,0.00016299,6.16E-05,0.00017783,0.000112733,0.000261602,0.000107968,4.39E-05,0.000185322,0.000169338,0.000202286,0.00027635,0.000360286
Clostridium,0.016190373,0.013003821,0.005275637,0.005242095,0.08413122,0.075361693,0.102300667,0.103687917,0.079532626,0.075604329,0.127176256,0.076329199
Gemmobacter,0,0,0,0,0.000941767,0.000647808,0,0,0,0,0,5.15E-05
Sporobacter,0,0,0,0,0,0,0.023314015,0.033172721,0.079814857,0.072822899,0.043000055,0.074218951
Acinetobacter,0.001303923,0.001417478,0.001778305,0.001916465,0.002616021,0.001187648,0,0,0,0.000101143,0,0
Ruminococcus,0,0,0,0,0,0,0.010800843,0.013760193,0.014111538,0.010114291,0.00071851,0.000102939
Treponema,0.007443225,0.005608283,0,5.64E-05,0.039240308,0.033740013,0.039076221,0.041326909,0.04414089,0.05239203,0.072348422,0.065211797
Hyphomicrobium,0.012332935,0.009121164,0.01025489,0.009244124,0.00381939,0.003023105,0.000790306,0.000972943,0.002427184,0.002579144,0.00071851,0.000514695
Terrimonas,0.025480821,0.024959941,0.030171903,0.031396201,0.00125569,0.001511553,0.000614682,0.000324314,0.001580492,0.001618287,0,0
Ruegeria,0.000325981,0.000677924,5.93E-05,0,0,0,0,0,0,0,0,0
Methylocaldum,0.000543301,0.000739554,0.000474215,0.000563666,0.000209282,0.000215936,0.000219529,4.63E-05,0.000112892,0.000202286,0,5.15E-05
Fluviicola,0.02966424,0.031554296,0.036395969,0.041373091,0.005493643,0.004804578,0.000878117,0.000463306,0.0044028,0.00485486,0.00038689,0.000257347
Thermomonas,0.002662175,0.002773327,0.002133966,0.00332563,0.000209282,0.00026992,4.39E-05,0,0.000338677,0.000252857,0.00011054,0
Brachymonas,0,0,0,0,0,0,0.000307341,0.000416976,0.001241815,0.000606857,5.53E-05,0
Phenylobacterium,0.00021732,0.000184888,5.93E-05,0.0001691,0,5.40E-05,0.000131718,0,0.000112892,0.000252857,0,0
Deferribacter,0.000597631,0.000431406,0,0,0.000941767,0.001403585,4.39E-05,0,0,0,0.00011054,0
Conexibacter,0.00016299,0.000369777,0.000592768,0,0.000104641,5.40E-05,8.78E-05,0.000277984,0.000169338,0.000202286,0.00011054,0
Streptomyces,0.000597631,0.000554665,0.001066983,0.000845499,0.000366243,0.000107968,0.000307341,0.000509637,0.001072477,0.001567715,0.00011054,0.000154408
Synergistes,0.004400739,0.004683841,5.93E-05,0,0.009574635,0.010526884,0.011766772,0.013899185,0.056333258,0.029179731,0.022329078,0.037418292
Polyangium,0.001792894,0.001355849,0.001896858,0.00281833,5.23E-05,0,0,4.63E-05,5.64E-05,0,0,0
Anaerobranca,0,0,0,0,0,0,0.000439059,4.63E-05,5.64E-05,0,0,0
Oscillibacter,0,0,0,0.0001691,0,0,0.003995434,0.003196812,0.006999323,0.013704865,0.060299563,0.022903907
Oscillospira,0,0,5.93E-05,0,0,0,0.012381454,0.015242772,0.039681644,0.036512592,0.063339413,0.016676103
Desulfofaba,0,6.16E-05,0,5.64E-05,0.012190656,0.008961347,8.78E-05,0,0,0,0.00066324,0.000720572
Prevotella,0.000380311,6.16E-05,0,0,0.002040496,0.001889441,0.001492799,0.002084878,0.006321969,0.005916861,0.010667109,0.009521849
Solirubrobacter,0.00010866,6.16E-05,0,0,0.000209282,0.000215936,8.78E-05,9.27E-05,0,0,0.00027635,0.000154408
Rickettsia,0.001901554,0.001417478,0.002074689,0.001747365,5.23E-05,0,0.002414823,0.00379911,5.64E-05,5.06E-05,0,5.15E-05
Faecalibacterium,5.43E-05,0,0,0,0,5.40E-05,0.000834211,0.001297257,0.003669,0.003084859,0.00320566,0.001441145
Acetivibrio,0.000325981,0.000246518,0,0,0.001935855,0.001889441,0.00381981,0.003891772,0.007338,0.006877718,0.006079699,0.000514695
Sporanaerobacter,0,0,0,0,0,5.40E-05,0.005136986,0.00602298,0.000790246,0.003489431,0.00060797,0.000102939
Geobacter,0.007334565,0.008813016,0.008417309,0.010315089,0.003976351,0.00496653,0.000307341,0.000277984,0.000282231,0.000606857,0.00033162,0.000154408
Nitrosomonas,0.001684233,0.00117096,0.001778305,0.001465532,0.000732486,0.001133664,0,4.63E-05,0.000395123,0.000151714,0,0.000154408
Flexibacter,0.009507769,0.011401454,0.011677534,0.013020687,0.000732486,0.000701792,4.39E-05,4.63E-05,5.64E-05,0.000151714,0,0
Acidaminococcus,0.000488971,0.000554665,0.00017783,0.000507299,0.000261602,0.000161952,0.002458728,0.003660119,0.003556107,0.003691716,0.00287404,0.002367595
Ferribacterium,0.000271651,0.000801183,0.000592768,0.000676399,0.000104641,5.40E-05,0.000439059,0.000324314,0.000846692,0.000809143,5.53E-05,0
Caldicoprobacter,0,0,0,0,0,0,0.000965929,0.00074129,0.001524046,0.001112572,0.0005527,5.15E-05
Dehalobacterium,0,0,0,0,0,0,4.39E-05,4.63E-05,0,0,0,0.001955839
Pedosphaera,0.006139302,0.006039689,0,0,0.030973683,0.036277262,0.000570776,0.001158265,0,0,0.00198972,0.00092645
Algorimarina,0.00016299,0.000493036,0.000237107,0.000507299,0.000418563,0.00026992,0.000702494,0.00148258,0.002257846,0.001820572,0.0005527,0.000154408
Tannerella,0,0,0,0,0,0,0.000965929,0.001297257,0.009652292,0.004450288,0.00287404,0.001544084
Symbiobacterium,0.000651961,0.000184888,0,0,0.004708837,0.003293025,0.001668423,0.001204596,0.000112892,5.06E-05,0.00022108,5.15E-05
Syntrophus,0.000977942,0.00117096,0,0,0.017422697,0.011984453,0,9.27E-05,5.64E-05,0,0.00160283,0.000823511
Thiococcus,0.002716505,0.002958215,0.004208654,0.00332563,0.001098729,0.00107968,0.000131718,9.27E-05,5.64E-05,0,0.00022108,5.15E-05
Rhodobacter,0.008149516,0.009614199,0.013040901,0.01014599,0.001203369,0.001241632,0.000878117,0.000972943,0.0029352,0.002275716,0.00011054,5.15E-05
Barnesiella,0,0,0,0,0,0,0.001975764,0.004447739,0.003273877,0.002528573,0.00243188,0.001029389
Eggerthella,0,0,0,0,0,0,0,0,5.64E-05,0,0.00143702,0.00092645
Candidatus Cloacimonas,0.006139302,0.004991988,0,0,0.037984618,0.033793997,0.003117316,0.005374351,0,0,0.00093959,0.000360286
Curvibacter,0.000380311,0.000677924,0.00017783,0.000225466,5.23E-05,0,0,0,0,0,0,0
Peptoclostridium,0,0,0,0,0,0,0.000351247,0.000463306,0,0,0.00210026,0.001647022
Blastocatella,0.002879496,0.003512881,0.003200948,0.004002029,0,5.40E-05,0,0,0,5.06E-05,0,0
Pedobacter,0.001955884,0.001602367,0.001778305,0.002874697,0.000627845,0.00080976,0,0,0,0.000151714,0.00011054,0
Lacibacterium,0.000706291,0.000924442,0.001659751,0.001352799,0.000156961,0.000107968,0.000439059,0.000185322,0.000790246,0.000606857,0,0
Aminomonas,0.00010866,0.000123259,0,0,0.001046408,0.000701792,0,0,0,0,0,0
Geobacillus,0.000271651,0.000369777,0,5.64E-05,0.001046408,0.00053984,4.39E-05,0.000138992,0,0,0,0
Leadbetterella,0.004563729,0.003944287,0.004623592,0.005242095,0,0,0,0,5.64E-05,0.000202286,0,0
Rikenella,0.00016299,0.000246518,0,0,0.002040496,0.000917728,0.000702494,0.000509637,0.001354708,0.001365429,0.0027635,0.003191106
Selenomonas,5.43E-05,0,0,0,0,0,0.000658588,0.000880282,0.002991646,0.004602003,0.00342674,0.001389675
Chondromyces,0.002173204,0.00240355,0.002311796,0.002931064,5.23E-05,5.40E-05,8.78E-05,0.000324314,0.000451569,0.000606857,5.53E-05,0
Aciditerrimonas,0.005596001,0.005300136,0.006994665,0.006763993,0.001726574,0.000917728,0.002195293,0.002038547,0.006999323,0.007838576,0.00038689,0.000669103
Rhodoferax,0.006302293,0.00714902,0.006579727,0.007891325,0.001831214,0.001565537,0.000351247,0.000602298,0.005023707,0.003792859,0,5.15E-05
Pedomicrobium,0.00472672,0.004067546,0.004445762,0.004283862,0.001569612,0.002915137,0.000965929,0.000833951,0.003386769,0.003236573,0.00027635,5.15E-05
Ardenticatena,0.00016299,0.000431406,0,0,0.001203369,0.000917728,0,0,0,0,0,0
Desulfovibrio,0.000651961,0.000739554,0.000711322,0.000676399,0.001151049,0.001295616,0,4.63E-05,0.000282231,0.000354,5.53E-05,0
Paludibacter,0.001466913,0.003143104,0.000118554,0,0.009626955,0.007773699,0.002502634,0.002826168,0.006491307,0.00834429,0.00226607,0.001338206
